id,name,team,countablePlays,averagePPA.all,totalPPA.all,totalPPA.pass,totalPPA.rush,position
4360522,Rico Arnold,Charlotte,6,-0.046,-0.274,-0.274,,WR
4565172,Courtney Jackson,Syracuse,12,-0.046,-0.546,-0.546,,WR
4426360,Joey Yellen,Pittsburgh,84,-0.046,-3.854,-0.697,-3.156,QB
4568660,Vincent Davis,Pittsburgh,171,-0.045,-7.698,2.002,-9.7,RB
4243276,Todd Centeio,Colorado State,60,-0.038,-2.253,0.324,-2.577,QB
4259356,Harry Trotter,Kansas State,82,-0.038,-3.123,-1.519,-1.604,RB
4571875,Qualan Jones,Baylor,51,-0.037,-1.889,-0.209,-1.68,RB
4428844,Chandler Whitfield,Louisiana Monroe,24,-0.037,-0.886,-0.721,-0.166,WR
4596472,Jalon Daniels,Kansas,223,-0.036,-7.992,-19.103,11.111,QB
4362620,Kavosiey Smoke,Kentucky,53,-0.035,-1.856,-1.72,-0.137,RB
4361492,Amad Anderson Jr.,Purdue,8,-0.035,-0.282,-0.752,0.47,WR
4362541,Ari Broussard,Rice,25,-0.034,-0.842,2.904,-3.746,RB
4240543,Mike Epstein,Illinois,73,-0.032,-2.372,-0.568,-1.805,RB
4372368,T.K. Wilkerson,Tulsa,81,-0.032,-2.614,-1.11,-1.504,RB
4044431,K.J. Costello,Mississippi State,232,-0.032,-7.382,-6.899,-0.483,QB
4570519,Terrion Avery,South Alabama,58,-0.032,-1.849,0.422,-2.272,RB
4429501,Re'Mahn Davis,Temple,90,-0.03,-2.741,-0.896,-1.845,RB
4029857,Ezra Naylor,Kansas,9,-0.028,-0.254,-0.254,,WR
4576183,Kevin Davis,Miami (OH),22,-0.026,-0.577,1.733,-2.31,RB
4427649,Kelley Joiner Jr.,South Florida,20,-0.026,-0.522,5.038,-5.56,RB
4362538,Juma Otoviano,Rice,48,-0.025,-1.198,-1.031,-0.167,RB
4686167,Xavier Arline,Navy,71,-0.025,-1.776,-3.273,1.497,QB
4242158,Chase Hayden,East Carolina,16,-0.023,-0.364,2.828,-3.192,RB
4261851,Will Jones,Ball State,72,-0.023,-1.688,-0.294,-1.394,RB
4430833,Ja'Quavion Fraziars,Florida,1,-0.023,-0.023,-0.023,,WR
4575715,Jacob Gasser,UNLV,12,-0.022,-0.263,-0.263,,WR
4361008,Cole Fotheringham,Utah,8,-0.022,-0.176,-0.176,,TE
4360326,Pooka Williams Jr.,Kansas,59,-0.021,-1.229,-0.36,-0.869,RB
4367207,Matt Alaimo,Rutgers,10,-0.02,-0.204,-0.204,,TE
4243258,Jason Shelley,Utah State,131,-0.02,-2.638,-11.573,8.935,QB
4050370,Keon Howard,Tulane,74,-0.018,-1.32,-11.256,9.936,QB
4426399,Ramel Keyton,Tennessee,16,-0.017,-0.27,-0.27,,WR
4692022,Javon Baker,Alabama,2,-0.016,-0.032,-0.032,,WR
4686606,Isaiah Johnson,North Texas,17,-0.016,-0.266,0.324,-0.59,RB
4361714,Josiah Johnson,UMass,36,-0.016,-0.571,1.169,-1.74,TE
4256085,Miles Reed,Hawai'i,103,-0.016,-1.608,4.095,-5.703,RB
4430871,Sean Tucker,Syracuse,152,-0.013,-2.024,2.827,-4.852,RB
4259147,Jake Tonges,California,19,-0.013,-0.252,-0.252,,TE
4426696,Micah Bernard,Utah,21,-0.012,-0.262,-1.59,1.328,RB
4690120,Johnny Richardson,UCF,11,-0.011,-0.118,,-0.118,RB
4575538,Tyler Crowe,Boise State,6,-0.01,-0.063,0.489,-0.552,RB
4384187,Aaron Allen,Louisiana Tech,138,-0.01,-1.43,0.451,-1.881,QB
4051829,Changa Hodge,Virginia Tech,6,-0.009,-0.056,0.968,-1.024,WR
4372561,Isaac Guerendo,Wisconsin,11,-0.009,-0.096,,-0.096,RB
4241139,Matt LaRoche,Georgia Southern,51,-0.009,-0.459,-1.621,1.162,RB
4690073,Craig Burt Jr.,Western Kentucky,47,-0.008,-0.395,0.443,-0.838,WR
4426475,Tyrion Davis-Price,LSU,117,-0.008,-0.97,-1.466,0.495,RB
4428943,Jacardia Wright,Kansas State,6,-0.007,-0.039,,-0.039,RB
4035169,Latrell Williams,South Florida,28,-0.007,-0.202,0.519,-0.721,WR
4362923,Christoph Henle,Baylor,1,-0.007,-0.007,-0.007,,TE
4361529,Isaih Pacheco,Rutgers,138,-0.006,-0.814,4.526,-5.341,RB
4374306,Markese Stepp,USC,48,-0.006,-0.272,2.095,-2.368,RB
4568528,Devin Mathews,Navy,7,-0.006,-0.043,-0.043,,WR
4373857,Carlos Davis,South Alabama,181,-0.005,-0.857,1.583,-2.44,RB
4426484,Marcus Major,Oklahoma,28,-0.004,-0.108,1.371,-1.479,RB
4372522,Jalen Preston,Texas A&M,14,-0.003,-0.046,-0.046,,WR
4426530,Kay'Ron Adams,Rutgers,41,-0.003,-0.103,4.782,-4.885,RB
4035427,Dee Anderson,Oklahoma State,2,-0.002,-0.004,-0.004,,WR
4374062,Trae Hall,New Mexico,137,0,0.008,-2.886,2.895,WR
4371977,Shaun Shivers,Auburn,74,0.001,0.081,-0.158,0.24,RB
4428606,Jacquez Stuart,Toledo,4,0.002,0.01,-0.435,0.444,RB
4361735,Re-al Mitchell,Temple,83,0.003,0.224,2.631,-2.407,QB
4431091,Ben Finley,NC State,22,0.003,0.062,-0.397,0.46,QB
4239941,Travis Levy,Boston College,134,0.003,0.402,12.382,-11.981,RB
4379402,Luke Ford,Illinois,3,0.005,0.015,0.015,,TE
4259173,Tyler Henderson,Baylor,5,0.005,0.025,0.025,,TE
4373334,John Vardzel,Pittsburgh,1,0.008,0.008,0.008,,WR
4590347,Rahjai Harris,East Carolina,112,0.01,1.104,1.851,-0.747,RB
4240710,A.J. Davis,Pittsburgh,75,0.011,0.837,-1.376,2.213,RB
4572387,Jordon Brookshire,San Diego State,117,0.012,1.394,9.779,-8.385,QB
4687456,Chris Jackson,BYU,16,0.012,0.188,-1.731,1.919,WR
4427609,Rahmir Johnson,Nebraska,15,0.013,0.202,-3.438,3.64,RB
4568613,Tayvon Ruley,Temple,77,0.014,1.064,1.067,-0.003,RB
4243966,Chaton Mobley,Middle Tennessee,91,0.014,1.309,5.453,-4.144,RB
4610703,Jalen White,Georgia Southern,20,0.014,0.289,,0.289,RB
4240020,James Blackman,Florida State,91,0.015,1.405,-6.241,7.646,QB
4361287,A'Jon Vivens,Colorado State,50,0.015,0.748,-2.876,3.624,RB
4429209,Beau Allen,Kentucky,9,0.016,0.142,0.142,,QB
4429062,Ze'Vian Capers,Auburn,14,0.016,0.224,0.224,,WR
4361804,Ygenio Booker,Tulane,10,0.018,0.183,-1.095,1.278,RB
4686377,Amauri Pesek-Hickson,Kansas,41,0.019,0.792,-0.072,0.864,RB
4245645,Gary Brightwell,Arizona,100,0.019,1.937,-0.193,2.13,RB
4373661,Andrew Van Buren,Boise State,128,0.019,2.403,3.852,-1.449,RB
4379400,Matthew Downing,TCU,40,0.02,0.798,-0.792,1.59,QB
4689887,Josh Farr,UTEP,3,0.02,0.059,0.059,,WR
4243168,K.D. Nixon,Colorado,26,0.021,0.543,0.443,0.1,WR
4035537,Kene Nwangwu,Iowa State,65,0.021,1.339,0.218,1.121,RB
4568694,Daniel Hishaw Jr.,Kansas,58,0.022,1.292,1.867,-0.574,RB
4567032,Nolan Groulx,Wake Forest,14,0.022,0.307,0.307,,WR
4362109,Al'Vonte Woodard,Texas,4,0.022,0.087,0.087,,WR
4373662,Billy Bowens,Boise State,11,0.024,0.26,0.26,,WR
4361797,Amare Jones,Tulane,93,0.024,2.216,0.305,1.911,WR
4427511,Travis Tisdale,Kentucky,6,0.024,0.141,,0.141,RB
4429212,Rashad Amos,South Carolina,21,0.025,0.532,-0.211,0.743,RB
4384198,Justin Henderson,Louisiana Tech,85,0.025,2.158,0.789,1.369,RB
4426333,John Emery Jr.,LSU,98,0.026,2.563,-3.556,6.119,RB
4360331,Miles Kendrick,Kansas,161,0.026,4.107,6.78,-2.673,QB
4372526,Deneric Prince,Tulsa,89,0.026,2.328,-0.822,3.15,RB
4429527,King Doerue,Purdue,19,0.029,0.545,1.927,-1.382,RB
4047311,Jerney Jones,Missouri,4,0.029,0.117,,0.117,RB
4244049,Quintin Morris,Bowling Green,40,0.029,1.175,1.175,,TE
4372717,Marcel Dancy,California,42,0.03,1.259,1.084,0.175,RB
4367180,Kazmeir Allen,UCLA,6,0.03,0.18,2.408,-2.228,WR
4429202,Israel Abanikanda,Pittsburgh,32,0.03,0.948,-0.337,1.285,RB
4037568,Gaej Walker,Western Kentucky,158,0.03,4.688,-0.036,4.723,RB
4243459,Jakairi Moses,Western Kentucky,72,0.031,2.221,-0.617,2.839,RB
4363116,Damani Burrell,Louisiana,1,0.031,0.031,0.031,,TE
4256049,E.J. Scott,Colorado State,16,0.031,0.492,0.492,,WR
4240455,Deon Jackson,Duke,158,0.032,5.024,3.277,1.746,RB
4361655,Ricky Person Jr.,NC State,170,0.032,5.371,7.787,-2.416,RB
4428203,Raymond Pauwels Jr.,Fresno State,3,0.034,0.103,0.103,,TE
4240398,Chris Elmore,Syracuse,1,0.034,0.034,0.034,,FB
4036529,Jonathan Ifedi,Georgia State,12,0.034,0.408,0.408,,WR
4570667,Terez Traynor,Western Kentucky,8,0.034,0.273,0.273,,WR
4035670,Devonta'e Henry-Cole,Utah State,48,0.035,1.665,-1.55,3.215,RB
4689802,Christian Parrish,Army,5,0.036,0.178,,0.178,QB
4682828,Gabriel Watson,Texas,7,0.036,0.251,,0.251,RB
4037121,Rex Culpepper,Syracuse,211,0.037,7.781,8.032,-0.251,QB
4052178,Charles Williams,UNLV,135,0.038,5.112,-2.511,7.623,RB
4689899,Jeremy Hunt,Louisiana Monroe,162,0.038,6.082,6.331,-0.249,QB
4242491,Darrian Felix,South Florida,11,0.038,0.417,0.859,-0.442,RB
4430511,Damon Smith,Oklahoma,3,0.039,0.117,0.117,,WR
4690939,Greg Garner,Louisiana Tech,37,0.04,1.491,0.033,1.458,RB
4361504,BJ Busbee,San Diego State,10,0.041,0.41,0.227,0.183,WR
4569274,Rondarius Gregory,Northern Illinois,10,0.042,0.417,-0.981,1.398,RB
4243826,Tre Siggers,North Texas,86,0.042,3.638,-0.716,4.354,RB
4361032,Bryce Carpenter,Coastal Carolina,6,0.042,0.254,1.221,-0.966,QB
4371953,Stevie Scott,Indiana,173,0.044,7.681,2.095,5.586,RB
4570183,Marcus Phillips Jr.,UNLV,4,0.045,0.181,0.181,,WR
4370345,Sheldon Evans,Marshall,81,0.045,3.673,-1.319,4.992,RB
4427118,Garrett Dzuro,UMass,47,0.045,2.108,3.031,-0.923,QB
4361624,Tye Evans,Ball State,82,0.045,3.655,0.89,2.765,RB
4258236,Nick Tronti,Florida Atlantic,202,0.045,9.186,8.238,0.948,QB
4361375,Justin Tomlin,Georgia Southern,63,0.049,3.102,-6.176,9.278,QB
4430843,Jalen Berger,Wisconsin,64,0.049,3.123,-1.536,4.659,RB
4596334,Keaton Mitchell,East Carolina,83,0.05,4.143,4.619,-0.476,RB
4567223,Mark-Antony Richards,Auburn,20,0.051,1.023,,1.023,RB
4569350,Mikel Barkley,TCU,8,0.052,0.413,0.413,,WR
4426910,Kenan Christon,USC,13,0.052,0.673,-0.755,1.429,RB
4608922,Braydon Bennett,Coastal Carolina,6,0.052,0.313,,0.313,RB
4574964,Gavin Thomson,Pittsburgh,2,0.053,0.107,0.107,,WR
4427918,Peyton Matocha,Miami,2,0.053,0.107,,0.107,QB
4575457,Pailate Makakona,Utah State,13,0.053,0.684,1.126,-0.442,RB
4570243,Kairee Robinson,San José State,102,0.054,5.559,12.504,-6.946,RB
4433932,Mike Wright,Vanderbilt,24,0.054,1.298,1.753,-0.455,QB
4244649,Bryce Singleton,Florida International,30,0.055,1.649,1.649,,WR
4430905,Jadon Thompson,Cincinnati,9,0.055,0.497,0.497,,WR
4039074,Deion Hair-Griffin,North Texas,2,0.055,0.11,0.11,,WR
4361497,Carson Baker,San Diego State,129,0.056,7.228,10.923,-3.695,QB
4363077,Kavaris Thomas,Western Kentucky,92,0.056,5.187,0.647,4.54,QB
4240098,Erin Collins,Northern Illinois,52,0.057,2.977,-4.918,7.895,RB
4247136,Gabe Montgomery,Appalachian State,2,0.057,0.115,,0.115,RB
4240688,Jeremiah Holloman,Florida International,21,0.057,1.19,1.19,,WR
4686402,Jordan Griffin,Louisiana,7,0.057,0.398,,0.398,RB
4567476,Logan Holgorsen,Houston,11,0.058,0.635,0.533,0.102,QB
4429287,Peny Boone,Maryland,19,0.059,1.112,2.13,-1.018,RB
4040434,Israel Tucker,Louisiana Tech,164,0.059,9.638,-2.833,12.471,RB
4250967,Kylan Watkins,Memphis,109,0.059,6.408,3.489,2.919,RB
4241481,Chadarius Townsend,Texas Tech,23,0.059,1.363,0.415,0.948,WR
4431353,Xavier Restrepo,Miami,2,0.059,0.118,0.118,,WR
4047337,Rakeem Boyd,Arkansas,95,0.06,5.721,-1.184,6.905,RB
4360569,Jordan Mason,Georgia Tech,89,0.06,5.368,-2.142,7.509,RB
4240418,Christian Beal-Smith,Wake Forest,147,0.06,8.763,1.885,6.878,RB
4570090,Chad Alexander,New Mexico,9,0.06,0.541,-0.36,0.901,RB
4362489,John Stephens Jr.,TCU,1,0.061,0.061,0.061,,WR
4360275,T.J. Pledger,Oklahoma,105,0.061,6.44,3.985,2.455,RB
4258447,Christian Anderson,Army,138,0.061,8.407,0.534,7.873,QB
4687475,Cam Porter,Northwestern,91,0.062,5.613,0.108,5.505,RB
4362332,Alec Burton,Ohio,1,0.062,0.062,0.062,,TE
4240711,Todd Sibley Jr.,Pittsburgh,14,0.063,0.879,1.513,-0.634,RB
4243004,Jordan Mims,Fresno State,37,0.063,2.33,7.234,-4.904,RB
4431207,Will Koch,UMass,62,0.063,3.925,-3.428,7.353,QB
4360205,David Bailey,Boston College,120,0.064,7.74,1.96,5.78,RB
4569522,Ryan Graham,Arkansas State,29,0.064,1.842,2.627,-0.785,RB
4374141,Jordan Byrd,San Diego State,41,0.064,2.61,-1.328,3.938,RB
4039912,B.J. Smith,Troy,107,0.064,6.858,9.51,-2.653,RB
4051777,Mike Fallon,UMass,16,0.065,1.047,-1.616,2.663,QB
4240581,Ivory Kelly-Martin,Iowa,16,0.065,1.044,0.147,0.897,RB
4429012,Kendall Milton,Georgia,36,0.066,2.376,-1.308,3.685,RB
4432317,Nathaniel Jones,New Mexico,49,0.066,3.252,,3.252,RB
4430689,Dominic Richardson,Oklahoma State,44,0.066,2.893,1.559,1.334,RB
4363032,Keyshawn Helton,Florida State,24,0.066,1.59,2.529,-0.939,WR
4429174,Kevin Bauman,Notre Dame,1,0.068,0.068,0.068,,TE
4432267,Joey Hobert,Washington State,5,0.068,0.342,0.342,,WR
4259169,Trestan Ebner,Baylor,81,0.071,5.772,21.455,-15.684,RB
4062810,Chandler Smith,Houston,26,0.071,1.84,1.451,0.388,RB
4430270,Jay Maclin,Missouri,1,0.071,0.071,0.071,,WR
4039083,Nic Smith,North Texas,35,0.072,2.537,-0.814,3.351,RB
4432431,Avery Morrow,Nevada,16,0.072,1.149,-0.317,1.466,RB
4240850,Lindell Stone,Virginia,109,0.073,8.01,6.378,1.632,QB
4241205,Larry Rountree III,Missouri,225,0.073,16.404,-1.973,18.377,RB
4612078,JaCobian Morgan,Syracuse,61,0.074,4.53,5.831,-1.301,QB
4262162,Nate Cox,Nevada,3,0.074,0.223,1.517,-1.294,QB
4372554,Mitchell Pryor,Vanderbilt,31,0.075,2.338,0.103,2.235,RB
4429043,Jaylan Knighton,Miami,62,0.075,4.649,8.619,-3.97,RB
4429976,Micah Kelly,Toledo,51,0.076,3.863,-1.421,5.284,RB
4428211,Nathaniel Peat,Stanford,32,0.076,2.432,-3.552,5.983,RB
4362496,Lorenzo Lingard,Florida,5,0.076,0.381,,0.381,RB
4044521,Taylor Edwards,UMass,4,0.077,0.309,0.309,,TE
4361556,Aron Cruickshank,Rutgers,52,0.077,3.995,5.141,-1.146,WR
4565770,Damien Moore,California,40,0.077,3.079,-0.506,3.585,RB
4428763,Dayton Wade,Western Kentucky,33,0.077,2.545,2.545,,WR
4426385,Zach Charbonnet,Michigan,26,0.078,2.028,1.284,0.744,RB
4429096,Blake Corum,Michigan,33,0.078,2.589,7.534,-4.946,RB
4240470,Damond Philyaw-Johnson,Duke,12,0.078,0.937,0.937,,WR
4565297,Dontae Fleming,Louisiana,22,0.079,1.736,5.95,-4.214,WR
4428263,Treyson Potts,Minnesota,26,0.079,2.045,0.084,1.961,RB
3917179,Jamal Jones,Arkansas State,154,0.08,12.393,-2.607,15,RB
4569559,Devaughn Vele,Utah,4,0.081,0.324,0.324,,WR
4360980,Kyle Dobbins,Temple,14,0.083,1.163,,1.163,RB
4686178,Daniel Jones,Navy,1,0.083,0.083,,0.083,WR
4429077,Keyvone Lee,Penn State,104,0.083,8.605,4.007,4.598,RB
4361354,Master Teague,Ohio State,110,0.083,9.184,-0.781,9.966,RB
4035721,Jackson Anthrop,Purdue,6,0.084,0.502,0.502,,WR
4576318,Marcus Carroll,Georgia State,16,0.084,1.346,-0.281,1.626,RB
4360564,TaMerik Williams,SMU,15,0.084,1.253,-1.169,2.422,RB
4373744,A.J. Howard,Army,16,0.084,1.35,0.387,0.963,RB
4052238,Cee Jay Powell,Louisiana Tech,50,0.084,4.19,4.19,,WR
4244648,Kaylan Wiggins,Florida International,46,0.084,3.869,-5.476,9.345,QB
4362238,Chase Brown,Illinois,112,0.086,9.653,-0.18,9.833,RB
4360314,Lyn-J Dixon,Clemson,47,0.087,4.092,-0.194,4.286,RB
4035469,J.C. Chalk,Clemson,9,0.087,0.786,0.786,,TE
4255986,Champ Flemings,Oregon State,17,0.088,1.502,0.791,0.711,WR
4685184,Donald Chaney Jr.,Miami,83,0.088,7.273,3.351,3.922,RB
4426420,Devyn Ford,Penn State,76,0.089,6.751,0.012,6.739,RB
4245111,Darius Maberry,Southern Mississippi,35,0.089,3.113,-0.969,4.082,RB
4362985,Brenden Brady,UT San Antonio,56,0.09,5.053,-1.207,6.261,RB
4241724,DK Billingsley,Troy,30,0.09,2.686,1.486,1.2,RB
4243162,Tyler Lytle,Colorado,8,0.09,0.719,-1.733,2.452,QB
4569594,Cameron Davis,Washington,21,0.09,1.884,1.769,0.115,RB
4429800,Ger-Cari Caldwell,South Carolina,1,0.091,0.091,0.091,,WR
4431375,Ken Seals,Vanderbilt,285,0.092,26.213,25.12,1.093,QB
4242551,Houston Heimuli,Stanford,2,0.092,0.185,0.185,,FB
4040967,B.J. Emmons,Florida Atlantic,41,0.093,3.807,-0.032,3.839,RB
4250105,Miller Mosley,Georgia Southern,28,0.093,2.594,1.49,1.104,QB
4570242,Nick Nash,San José State,74,0.094,6.92,1.697,5.223,QB
4429299,Tahj Brooks,Texas Tech,83,0.094,7.832,-1.152,8.984,RB
4048096,Drew Lisk,Utah,27,0.095,2.578,2.345,0.232,QB
4430470,TJ Sheffield,Purdue,2,0.095,0.189,0.189,,WR
4430894,Caziah Holmes,Penn State,57,0.096,5.474,2.483,2.99,RB
4362569,Kobe Lewis,Central Michigan,126,0.096,12.144,0.187,11.957,RB
4428314,Trevon Raymore,Bowling Green,23,0.096,2.207,,2.207,RB
4362921,Tyquan Thornton,Baylor,30,0.097,2.915,2.915,,WR
4685096,Andrew Jayne,NC State,1,0.097,0.097,0.097,,TE
4569609,Evan Hull,Northwestern,32,0.097,3.097,-1.151,4.248,RB
4258417,Javin Myers,Louisiana Monroe,15,0.098,1.474,-1.563,3.037,RB
4360403,Gunnar Holmberg,Duke,45,0.098,4.4,5.009,-0.609,QB
4039062,Kyle Porter,Houston,101,0.098,9.866,0.286,9.58,RB
4429059,Jo'quavious Marks,Mississippi State,37,0.099,3.648,-0.843,4.491,RB
4291782,Chase Cunningham,Middle Tennessee,17,0.099,1.68,1.346,0.333,QB
4240636,Robert Burns,Miami,18,0.1,1.799,2.563,-0.764,RB
4365489,Troy Henderson,Liberty,32,0.1,3.2,,3.2,RB
4692162,Willie Erdman,Temple,1,0.101,0.101,0.101,,WR
4360448,Brock Sturges,Texas State,127,0.101,12.788,1.782,11.005,RB
4431066,Harlan Dixon,Louisiana Tech,12,0.102,1.23,0.199,1.031,RB
4361025,Jack Tuttle,Indiana,85,0.105,8.892,5,3.892,QB
4426494,John Rhys Plumlee,Ole Miss,30,0.105,3.16,4.501,-1.341,QB
4239994,Chase Brice,Duke,390,0.105,40.966,31.109,9.857,QB
4372568,Nakia Watson,Wisconsin,55,0.106,5.857,-1.966,7.823,RB
4431241,Duane Martin,Louisville,3,0.107,0.322,0.322,,TE
4371860,Jamale Carothers,Navy,103,0.109,11.23,10.893,0.337,FB
4686096,Hunter Helms,Clemson,14,0.109,1.528,2.033,-0.505,QB
4429516,Doug Brumfield,UNLV,34,0.11,3.727,-1.709,5.436,QB
4037295,Dedrick Mills,Nebraska,98,0.11,10.804,5.948,4.856,RB
4243715,Dalen Morris,Navy,133,0.11,14.633,25.749,-11.116,QB
4372019,Jerome Ford,Cincinnati,80,0.11,8.814,0.451,8.363,RB
4239768,Spencer Brown,UAB,191,0.111,21.202,2.16,19.042,RB
4429578,Luca Diamont,Duke,20,0.112,2.249,0.488,1.762,WR
4240902,Hezekiah Jones,Texas A&M,35,0.112,3.916,3.916,,WR
4261607,Kaegun Williams,San Diego State,54,0.113,6.102,3.944,2.158,RB
4610570,Cade Fennegan,Boise State,36,0.113,4.071,6.787,-2.716,QB
4039467,Tre Harbison,Charlotte,84,0.114,9.564,-1.917,11.48,RB
4036210,Tyrrell Pigrome,Western Kentucky,399,0.115,45.945,18.456,27.489,QB
4427535,Christian Hunter,Colorado State,8,0.115,0.919,,0.919,RB
4433829,Mitch Griffis,Wake Forest,15,0.115,1.73,0.55,1.18,QB
4429632,Konner Fox,Kansas State,1,0.116,0.116,0.116,,TE
4373741,Cade Barnard,Army,25,0.116,2.902,,2.902,RB
4242991,Chris Coleman,Fresno State,4,0.117,0.466,0.466,,WR
4362763,Daniel Parker,Missouri,9,0.117,1.054,1.054,,TE
4257370,Jeremiah Knight,Akron,42,0.118,4.964,-0.08,5.045,WR
4367186,Chase Cota,UCLA,16,0.119,1.908,1.908,,WR
4567246,Snoop Conner,Ole Miss,100,0.119,11.922,0.867,11.055,RB
4361001,Devin Brumfield,Utah,27,0.12,3.228,-0.059,3.287,RB
4685739,Tre Bradford,LSU,17,0.12,2.032,-0.005,2.037,RB
4036357,Collin Hill,South Carolina,257,0.12,30.941,21.954,8.987,QB
4039009,Sean McGrew,Washington,49,0.121,5.943,-1.429,7.372,RB
4374030,Jesiah Irish,Oregon State,2,0.121,0.242,-1.139,1.381,WR
4428091,Eric Najarian,Maryland,29,0.121,3.503,2.503,1,QB
4428803,Jordan Waters,Duke,15,0.121,1.82,,1.82,RB
4244038,Andrew Clair,Bowling Green,54,0.121,6.534,2.074,4.46,RB
3928455,Noah Johnson,South Florida,110,0.122,13.396,11.009,2.387,QB
4692666,Earnest Crownover,Texas A&M,3,0.122,0.365,,0.365,RB
4431043,Isaiah Connelly,Coastal Carolina,6,0.122,0.73,,0.73,RB
4373682,Riley Smith,Boise State,24,0.123,2.959,2.564,0.394,TE
4243975,Jimmy Marshall,Middle Tennessee,14,0.124,1.732,1.732,,WR
4371730,Brady McBride,Texas State,342,0.124,42.502,44.686,-2.184,QB
4361573,Cade Fortin,South Florida,12,0.124,1.486,1.159,0.326,QB
4361897,Destin Coates,Georgia State,181,0.125,22.554,1.028,21.526,RB
4040769,James Charles,Florida Atlantic,94,0.125,11.719,1.845,9.874,RB
4372559,Chase Wolf,Wisconsin,11,0.126,1.383,0.96,0.423,QB
4430049,Shedro Louis,Liberty,68,0.126,8.58,-1.1,9.68,RB
4038940,Terry Wilson,Kentucky,300,0.126,37.677,19.097,18.58,QB
4360231,Lucas Krull,Pittsburgh,3,0.126,0.379,0.379,,TE
4569393,Xavier White,Texas Tech,84,0.126,10.61,-0.652,11.263,WR
4569987,Jaylen Warren,Utah State,45,0.127,5.723,0.691,5.032,RB
4426681,Maurice Bellan,Army,14,0.127,1.78,0.618,1.162,RB
4427916,Tony Mathis,West Virginia,18,0.127,2.281,,2.281,RB
4255988,B.J. Baylor,Oregon State,33,0.128,4.218,1.767,2.451,RB
4360973,Trad Beatty,Temple,40,0.128,5.123,7.488,-2.365,QB
4242408,Chase Garbers,California,174,0.128,22.304,7.153,15.15,QB
4431310,Henry Parrish Jr.,Ole Miss,57,0.129,7.351,1.316,6.035,RB
4613032,Nate Noel,Appalachian State,85,0.129,11.003,2.5,8.502,RB
4689090,Brandon Frazier,Auburn,3,0.129,0.388,0.388,,TE
4034306,Josh Mack,Liberty,148,0.13,19.216,-5.059,24.275,RB
4566196,Will Rogers,Mississippi State,374,0.131,49.092,38.354,10.739,QB
4362308,Jerome Buckner,Ohio,3,0.131,0.394,0.394,,WR
4243539,Noah Vedral,Rutgers,281,0.131,36.703,20.25,16.453,QB
4242492,CJ Verdell,Oregon,75,0.131,9.795,9.307,0.488,RB
4035695,Vavae Malepeai,USC,70,0.132,9.229,0.918,8.311,RB
4430993,LV Bunkley-Shelton,Arizona State,21,0.132,2.766,2.766,,WR
4259976,Josh Ali,Kentucky,76,0.133,10.093,10.769,-0.675,WR
4037478,Gerrid Doaks,Cincinnati,159,0.134,21.315,7.786,13.529,RB
4429362,Jalon Calhoun,Duke,59,0.134,7.921,9.728,-1.807,WR
4032491,Aubry Payne,Georgia State,16,0.134,2.142,2.142,,TE
4429449,Evan Conley,Louisville,7,0.134,0.938,0.938,,QB
4240781,Bryant Koback,Toledo,153,0.135,20.683,18.934,1.75,RB
3858269,Ross Bowers,Northern Illinois,231,0.135,31.122,32.966,-1.844,QB
4261933,Devin Miller,Marshall,9,0.135,1.217,-0.149,1.366,TE
4429243,Tim Baldwin Jr.,Indiana,22,0.136,2.991,,2.991,RB
4365325,Colby Suits,Louisiana Monroe,279,0.136,37.948,34.925,3.022,QB
4239084,Javan Hawes,Arkansas State,3,0.136,0.408,0.408,,WR
4429079,Luke Doty,South Carolina,106,0.136,14.423,9.762,4.661,QB
4431299,Rome Odunze,Washington,12,0.137,1.644,5.258,-3.614,WR
4426635,Darwin Barlow,TCU,90,0.137,12.295,-4.088,16.384,RB
4430590,Payton Thorne,Michigan State,109,0.137,14.903,8.916,5.987,QB
4361333,Asa Martin,Memphis,64,0.137,8.765,9.275,-0.51,RB
4242431,Ty Chandler,Tennessee,118,0.137,16.205,7.997,8.209,RB
4034303,Chris Ferguson,Liberty,41,0.137,5.6,9.593,-3.992,QB
4431268,Chimere Dike,Wisconsin,32,0.137,4.396,3.437,0.959,WR
4242654,Jacob Free,Troy,166,0.138,22.917,23.028,-0.111,QB
4699785,Leka Lotulelei,San Diego State,1,0.138,0.138,,0.138,RB
4569325,Dezmon Jackson,Oklahoma State,105,0.138,14.474,-1.961,16.435,RB
4427111,Michel Dukes,Clemson,7,0.138,0.969,,0.969,RB
4259308,Raheem Blackshear,Virginia Tech,89,0.138,12.299,8.144,4.156,RB
4362196,Leddie Brown,West Virginia,237,0.139,32.955,10.336,22.618,RB
4361418,Will Levis,Penn State,135,0.139,18.801,7.172,11.63,QB
4240253,Jeremy Singleton,Houston,15,0.139,2.083,2.083,,WR
4689338,Dillon Johnson,Mississippi State,92,0.14,12.873,-0.067,12.94,RB
4362841,Deshaun Fenwick,South Carolina,72,0.14,10.052,4.992,5.06,RB
4241222,Charlie Brewer,Baylor,426,0.141,60.113,41.782,18.331,QB
4360492,Samson Evans,Eastern Michigan,48,0.141,6.772,5.084,1.688,RB
4240350,Xazavian Valladay,Wyoming,118,0.141,16.617,2.276,14.341,RB
4243544,Greg McCrae,UCF,167,0.144,23.967,2.164,21.803,RB
